VendaID,ClienteID,ProdutoID,Quantidade,Preço,Valor,Data
1264,77,2,1,3900.0,3900.0,2025-06-15
1265,173,7,4,480.0,1920.0,2024-09-15
1266,109,5,5,1100.0,5500.0,2026-02-11
1267,98,11,5,980.0,4900.0,2025-09-08
1268,64,12,2,1550.0,3100.0,2026-03-04
1269,89,4,4,320.0,1280.0,2025-04-15
1270,71,13,2,870.0,1740.0,2025-05-20
1271,186,2,2,3900.0,7800.0,2025-01-23
1272,9,9,1,350.0,350.0,2026-01-04
1273,158,11,4,980.0,3920.0,2025-02-28
1274,62,1,1,4200.0,4200.0,2025-10-05
1275,18,15,2,5200.0,10400.0,2026-04-07
1276,153,7,1,480.0,480.0,2024-10-07
1277,115,7,1,480.0,480.0,2025-10-10
1278,173,1,5,4200.0,21000.0,2024-10-23
1279,63,5,1,1100.0,1100.0,2025-08-09
1280,103,13,1,870.0,870.0,2025-05-01
1281,60,10,4,270.0,1080.0,2025-03-05
1282,56,4,5,320.0,1600.0,2024-11-14
1283,36,1,1,4200.0,4200.0,2025-09-07
1284,75,13,5,870.0,4350.0,2024-11-05
1285,188,1,2,4200.0,8400.0,2024-12-21
1286,82,12,5,1550.0,7750.0,2025-02-17
1287,154,8,5,420.0,2100.0,2024-07-25
1288,61,10,3,270.0,810.0,2026-01-17
1289,37,2,3,3900.0,11700.0,2025-02-23
1290,57,1,5,4200.0,21000.0,2024-11-12
1291,77,14,4,450.0,1800.0,2026-04-26
1292,16,14,3,450.0,1350.0,2025-02-17
1293,152,13,5,870.0,4350.0,2025-12-13
1294,161,11,2,980.0,1960.0,2025-08-18
1295,143,10,4,270.0,1080.0,2025-12-10
1296,13,10,4,270.0,1080.0,2026-06-29
1297,165,8,3,420.0,1260.0,2026-02-24
1298,135,10,4,270.0,1080.0,2024-11-01
1299,179,4,3,320.0,960.0,2026-04-09
1300,105,5,4,1100.0,4400.0,2026-04-27
1301,77,15,2,5200.0,10400.0,2025-02-19
1302,48,3,4,180.0,720.0,2025-03-17
1303,122,15,5,5200.0,26000.0,2025-06-22
1304,58,3,2,180.0,360.0,2024-09-02
1305,182,3,3,180.0,540.0,2025-01-04
1306,119,2,2,3900.0,7800.0,2026-02-13
1307,144,13,1,870.0,870.0,2024-11-06
1308,107,2,4,3900.0,15600.0,2025-09-03
1309,136,12,5,1550.0,7750.0,2024-12-18
1310,100,8,2,420.0,840.0,2024-08-14
1311,66,7,2,480.0,960.0,2024-11-13
1312,85,11,2,980.0,1960.0,2025-02-17
1313,116,8,1,420.0,420.0,2024-11-08
1314,24,10,3,270.0,810.0,2026-03-11
1315,186,8,5,420.0,2100.0,2025-06-19
1316,14,9,2,350.0,700.0,2025-06-10
1317,97,3,3,180.0,540.0,2026-05-26
1318,155,15,5,5200.0,26000.0,2025-03-22
1319,19,1,1,4200.0,4200.0,2024-12-11
1320,195,8,2,420.0,840.0,2025-04-22
1321,186,14,5,450.0,2250.0,2026-02-20
1322,56,15,5,5200.0,26000.0,2026-01-22
1323,54,15,4,5200.0,20800.0,2025-01-17
1324,78,6,3,1700.0,5100.0,2024-09-26
1325,55,1,1,4200.0,4200.0,2025-08-08
1326,190,13,2,870.0,1740.0,2024-07-19
1327,192,5,1,1100.0,1100.0,2025-05-03
1328,63,12,4,1550.0,6200.0,2026-04-10
1329,181,8,5,420.0,2100.0,2026-03-12
1330,102,5,2,1100.0,2200.0,2024-08-24
1331,142,1,2,4200.0,8400.0,2025-04-24
1332,199,2,3,3900.0,11700.0,2025-01-21
1333,98,12,3,1550.0,4650.0,2024-08-12
1334,137,9,4,350.0,1400.0,2026-03-27
1335,79,3,3,180.0,540.0,2025-09-16
1336,93,6,3,1700.0,5100.0,2025-11-30
1337,128,4,5,320.0,1600.0,2025-03-27
1338,26,6,4,1700.0,6800.0,2026-06-20
1339,195,9,4,350.0,1400.0,2025-10-08
1340,53,15,3,5200.0,15600.0,2024-10-24
1341,81,2,3,3900.0,11700.0,2024-09-12
1342,12,11,4,980.0,3920.0,2026-06-02
1343,57,10,5,270.0,1350.0,2024-10-31
1344,5,12,2,1550.0,3100.0,2025-03-23
1345,142,10,3,270.0,810.0,2024-08-02
1346,149,2,5,3900.0,19500.0,2026-05-26
1347,76,11,4,980.0,3920.0,2024-07-14
1348,51,12,2,1550.0,3100.0,2025-07-16
1349,59,7,3,480.0,1440.0,2026-05-17
1350,146,8,4,420.0,1680.0,2025-09-03
1351,128,7,2,480.0,960.0,2026-01-24
1352,168,15,5,5200.0,26000.0,2025-01-22
1353,66,5,3,1100.0,3300.0,2024-11-07
1354,186,4,4,320.0,1280.0,2025-11-16
1355,118,10,4,270.0,1080.0,2026-01-31
1356,188,9,2,350.0,700.0,2025-09-06
1357,44,12,3,1550.0,4650.0,2025-05-23
1358,185,10,2,270.0,540.0,2025-08-17
1359,126,1,5,4200.0,21000.0,2025-06-05
1360,139,9,2,350.0,700.0,2024-10-14
1361,135,13,1,870.0,870.0,2024-07-28
1362,20,11,1,980.0,980.0,2026-03-17
1363,196,1,1,4200.0,4200.0,2025-05-01
1364,106,13,1,870.0,870.0,2025-10-08
1365,162,5,2,1100.0,2200.0,2025-10-01
1366,18,15,2,5200.0,10400.0,2025-01-06
1367,3,4,2,320.0,640.0,2025-09-09
1368,130,10,2,270.0,540.0,2024-08-10
1369,96,8,4,420.0,1680.0,2026-04-05
1370,159,10,1,270.0,270.0,2026-01-16
1371,124,5,5,1100.0,5500.0,2024-08-26
1372,5,4,4,320.0,1280.0,2025-02-10
1373,137,9,1,350.0,350.0,2024-11-04
1374,106,6,5,1700.0,8500.0,2026-06-14
1375,5,7,1,480.0,480.0,2024-10-09
1376,185,13,5,870.0,4350.0,2025-06-08
1377,138,12,3,1550.0,4650.0,2025-11-04
1378,5,10,3,270.0,810.0,2025-06-04
1379,179,3,5,180.0,900.0,2025-09-24
1380,46,10,4,270.0,1080.0,2025-05-21
1381,25,14,1,450.0,450.0,2024-10-07
1382,39,15,5,5200.0,26000.0,2024-10-13
1383,50,12,2,1550.0,3100.0,2025-04-01
1384,135,1,5,4200.0,21000.0,2025-07-23
1385,91,11,3,980.0,2940.0,2026-06-20
1386,102,12,3,1550.0,4650.0,2024-10-07
1387,96,3,1,180.0,180.0,2024-12-13
1388,118,1,4,4200.0,16800.0,2025-05-04
1389,63,3,5,180.0,900.0,2026-05-13
1390,77,15,2,5200.0,10400.0,2025-01-24
1391,168,1,1,4200.0,4200.0,2024-08-21
1392,24,8,1,420.0,420.0,2025-05-25
1393,98,4,4,320.0,1280.0,2024-08-16
1394,142,12,4,1550.0,6200.0,2024-07-23
1395,15,2,4,3900.0,15600.0,2026-02-11
1396,180,8,1,420.0,420.0,2024-10-18
1397,22,9,2,350.0,700.0,2024-11-17
1398,112,8,4,420.0,1680.0,2024-07-31
1399,145,6,3,1700.0,5100.0,2024-11-26
1400,136,3,1,180.0,180.0,2025-07-17
1401,59,14,1,450.0,450.0,2025-09-17
1402,178,1,2,4200.0,8400.0,2025-09-29
1403,122,7,5,480.0,2400.0,2024-09-29
1404,12,7,3,480.0,1440.0,2024-09-13
1405,176,14,1,450.0,450.0,2025-05-29
1406,140,13,3,870.0,2610.0,2024-12-30
1407,169,5,5,1100.0,5500.0,2025-01-20
1408,46,13,1,870.0,870.0,2026-02-23
1409,5,13,3,870.0,2610.0,2025-07-26
1410,151,14,2,450.0,900.0,2025-07-31
1411,193,4,2,320.0,640.0,2024-12-20
1412,20,13,4,870.0,3480.0,2025-11-18
1413,42,1,3,4200.0,12600.0,2026-05-14
1414,62,13,5,870.0,4350.0,2024-12-29
1415,100,15,5,5200.0,26000.0,2024-12-14
1416,85,15,5,5200.0,26000.0,2026-06-13
1417,194,13,4,870.0,3480.0,2025-05-09
1418,177,10,2,270.0,540.0,2024-10-25
1419,129,6,1,1700.0,1700.0,2024-10-23
1420,14,11,3,980.0,2940.0,2025-03-04
1421,112,4,1,320.0,320.0,2025-10-28
1422,20,11,2,980.0,1960.0,2025-02-07
1423,155,4,3,320.0,960.0,2026-06-22
1424,153,4,5,320.0,1600.0,2026-05-31
1425,199,8,4,420.0,1680.0,2026-04-05
1426,8,15,3,5200.0,15600.0,2025-12-22
1427,116,10,3,270.0,810.0,2025-10-17
1428,59,1,4,4200.0,16800.0,2026-06-09
1429,142,4,3,320.0,960.0,2025-12-10
1430,111,5,4,1100.0,4400.0,2026-04-08
1431,175,15,2,5200.0,10400.0,2024-10-03
1432,170,11,5,980.0,4900.0,2026-05-25
1433,22,6,4,1700.0,6800.0,2025-05-06
1434,76,15,5,5200.0,26000.0,2025-04-27
1435,183,12,2,1550.0,3100.0,2026-06-15
1436,22,5,1,1100.0,1100.0,2025-04-29
1437,40,13,3,870.0,2610.0,2025-01-13
1438,183,7,4,480.0,1920.0,2026-06-23
1439,190,11,2,980.0,1960.0,2025-07-11
1440,82,10,4,270.0,1080.0,2024-09-30
1441,28,6,3,1700.0,5100.0,2025-06-28
1442,2,5,1,1100.0,1100.0,2024-11-03
1443,114,13,3,870.0,2610.0,2025-09-06
1444,195,14,3,450.0,1350.0,2025-08-26
1445,27,8,3,420.0,1260.0,2025-11-21
1446,23,1,2,4200.0,8400.0,2025-04-21
1447,111,13,2,870.0,1740.0,2026-04-30
1448,143,8,4,420.0,1680.0,2026-02-27
1449,132,7,5,480.0,2400.0,2024-11-03
1450,27,4,4,320.0,1280.0,2025-05-20
1451,23,14,1,450.0,450.0,2025-11-10
1452,142,14,3,450.0,1350.0,2025-01-09
1453,153,10,1,270.0,270.0,2024-10-30
1454,84,10,5,270.0,1350.0,2025-09-08
1455,4,15,4,5200.0,20800.0,2025-08-12
1456,106,8,3,420.0,1260.0,2025-04-23
1457,200,4,4,320.0,1280.0,2026-07-01
1458,186,1,1,4200.0,4200.0,2026-06-01
1459,63,13,5,870.0,4350.0,2026-04-15
1460,134,14,5,450.0,2250.0,2025-08-19
1461,176,3,2,180.0,360.0,2025-06-16
1462,44,4,4,320.0,1280.0,2025-09-22
1463,69,12,2,1550.0,3100.0,2025-09-27
1464,69,8,3,420.0,1260.0,2025-08-13
1465,38,5,4,1100.0,4400.0,2026-06-08
1466,43,14,1,450.0,450.0,2024-07-23
1467,71,11,4,980.0,3920.0,2025-03-17
1468,77,7,4,480.0,1920.0,2024-07-09
1469,20,2,4,3900.0,15600.0,2024-08-04
1470,65,4,3,320.0,960.0,2026-06-12
1471,185,6,2,1700.0,3400.0,2024-10-14
1472,153,11,4,980.0,3920.0,2024-09-17
1473,51,2,5,3900.0,19500.0,2026-01-11
1474,28,4,4,320.0,1280.0,2025-09-12
1475,78,1,2,4200.0,8400.0,2025-10-26
1476,102,2,1,3900.0,3900.0,2025-03-08
1477,159,3,3,180.0,540.0,2024-10-23
1478,85,9,4,350.0,1400.0,2024-12-06
1479,86,2,4,3900.0,15600.0,2025-05-10
1480,167,14,4,450.0,1800.0,2026-03-17
1481,35,4,5,320.0,1600.0,2026-06-07
1482,83,13,3,870.0,2610.0,2024-10-12
1483,178,9,5,350.0,1750.0,2026-01-03
1484,123,8,2,420.0,840.0,2025-08-18
1485,46,8,3,420.0,1260.0,2026-05-31
1486,82,5,4,1100.0,4400.0,2026-03-20
1487,189,14,3,450.0,1350.0,2025-06-11
1488,148,10,4,270.0,1080.0,2024-12-20
1489,84,3,2,180.0,360.0,2026-05-03
1490,72,2,4,3900.0,15600.0,2026-05-06
1491,94,8,4,420.0,1680.0,2025-11-11
1492,145,11,1,980.0,980.0,2024-08-29
1493,152,14,2,450.0,900.0,2025-02-19
1494,47,3,5,180.0,900.0,2025-10-24
1495,7,12,5,1550.0,7750.0,2026-05-17
1496,182,7,4,480.0,1920.0,2025-01-25
1497,113,6,2,1700.0,3400.0,2025-11-17
1498,178,11,3,980.0,2940.0,2026-02-10
1499,105,9,1,350.0,350.0,2025-12-08
1500,36,4,4,320.0,1280.0,2024-10-13
1501,62,8,3,420.0,1260.0,2025-03-24
1502,169,14,3,450.0,1350.0,2024-09-22
1503,184,2,2,3900.0,7800.0,2026-02-05
1504,97,5,4,1100.0,4400.0,2024-08-22
1505,115,11,1,980.0,980.0,2026-02-22
1506,123,9,5,350.0,1750.0,2025-09-09
1507,103,13,5,870.0,4350.0,2024-08-21
1508,130,8,5,420.0,2100.0,2025-12-29
1509,140,6,4,1700.0,6800.0,2026-06-30
1510,93,10,1,270.0,270.0,2026-02-25
1511,153,7,5,480.0,2400.0,2026-01-04
1512,28,12,1,1550.0,1550.0,2026-02-28
1513,169,12,2,1550.0,3100.0,2025-05-23
1514,43,14,3,450.0,1350.0,2026-05-29
1515,12,6,5,1700.0,8500.0,2025-05-08
1516,166,3,5,180.0,900.0,2026-03-20
1517,193,8,4,420.0,1680.0,2025-07-16
1518,111,15,3,5200.0,15600.0,2025-12-17
1519,3,9,1,350.0,350.0,2025-03-08
1520,67,2,1,3900.0,3900.0,2025-04-11
1521,131,15,2,5200.0,10400.0,2025-10-13
1522,143,14,5,450.0,2250.0,2024-10-05
1523,177,8,5,420.0,2100.0,2026-03-03
1524,57,8,5,420.0,2100.0,2025-07-22
1525,96,3,4,180.0,720.0,2025-04-21
1526,119,4,4,320.0,1280.0,2024-11-01
1527,177,6,5,1700.0,8500.0,2025-01-05
1528,39,7,5,480.0,2400.0,2025-10-06
1529,7,11,3,980.0,2940.0,2025-05-19
1530,27,3,4,180.0,720.0,2026-02-16
1531,107,10,3,270.0,810.0,2026-03-05
1532,30,12,1,1550.0,1550.0,2026-06-06
1533,90,7,2,480.0,960.0,2024-08-18
1534,88,8,3,420.0,1260.0,2026-04-12
1535,53,12,4,1550.0,6200.0,2025-03-15
1536,124,11,5,980.0,4900.0,2025-12-20
1537,122,2,3,3900.0,11700.0,2025-10-28
1538,113,8,1,420.0,420.0,2026-04-29
1539,82,1,4,4200.0,16800.0,2025-08-24
1540,77,4,1,320.0,320.0,2025-12-08
1541,182,11,1,980.0,980.0,2025-09-25
1542,6,11,1,980.0,980.0,2025-07-31
1543,166,9,3,350.0,1050.0,2025-04-14
1544,174,15,1,5200.0,5200.0,2025-03-24
1545,190,13,2,870.0,1740.0,2024-11-18
1546,133,14,2,450.0,900.0,2024-07-13
1547,142,10,2,270.0,540.0,2026-02-21
1548,85,11,2,980.0,1960.0,2026-04-20
1549,110,4,5,320.0,1600.0,2025-01-02
1550,60,15,4,5200.0,20800.0,2025-12-26
1551,162,1,4,4200.0,16800.0,2024-10-13
1552,48,6,2,1700.0,3400.0,2025-03-17
1553,102,13,4,870.0,3480.0,2024-07-21
1554,189,14,1,450.0,450.0,2024-07-24
1555,51,11,5,980.0,4900.0,2025-07-29
1556,152,11,4,980.0,3920.0,2025-08-10
1557,100,8,4,420.0,1680.0,2026-04-30
1558,181,2,1,3900.0,3900.0,2025-08-16
1559,53,5,2,1100.0,2200.0,2025-12-07
1560,193,3,3,180.0,540.0,2025-06-03
1561,148,7,1,480.0,480.0,2026-01-10
1562,138,1,1,4200.0,4200.0,2025-05-24
1563,94,8,2,420.0,840.0,2025-01-30
1564,51,9,3,350.0,1050.0,2024-08-20
1565,30,8,4,420.0,1680.0,2025-10-22
1566,172,13,3,870.0,2610.0,2024-12-02
1567,136,8,4,420.0,1680.0,2026-01-25
1568,153,3,3,180.0,540.0,2024-09-10
1569,157,11,4,980.0,3920.0,2025-12-20
1570,151,1,4,4200.0,16800.0,2024-09-26
1571,90,6,1,1700.0,1700.0,2025-12-22
1572,118,11,3,980.0,2940.0,2025-08-12
1573,45,14,5,450.0,2250.0,2025-06-13
1574,158,11,3,980.0,2940.0,2026-02-19
1575,22,4,5,320.0,1600.0,2025-10-01
1576,81,2,2,3900.0,7800.0,2025-11-07
1577,62,2,1,3900.0,3900.0,2025-06-24
1578,30,5,3,1100.0,3300.0,2024-09-08
1579,96,14,2,450.0,900.0,2025-08-05
1580,131,4,2,320.0,640.0,2025-08-17
1581,108,5,4,1100.0,4400.0,2025-07-01
1582,36,15,5,5200.0,26000.0,2025-09-18
1583,99,13,5,870.0,4350.0,2024-11-15
1584,48,10,4,270.0,1080.0,2025-09-08
1585,163,11,4,980.0,3920.0,2024-07-18
1586,178,9,5,350.0,1750.0,2026-02-06
1587,143,12,2,1550.0,3100.0,2025-11-23
1588,126,13,2,870.0,1740.0,2024-08-12
1589,36,5,3,1100.0,3300.0,2025-02-06
1590,81,6,2,1700.0,3400.0,2025-04-09
1591,159,12,4,1550.0,6200.0,2024-07-29
1592,92,14,1,450.0,450.0,2025-09-02
1593,125,1,1,4200.0,4200.0,2025-09-01
1594,50,12,2,1550.0,3100.0,2026-06-24
1595,144,12,4,1550.0,6200.0,2026-02-07
1596,168,7,5,480.0,2400.0,2026-05-18
1597,105,10,4,270.0,1080.0,2025-09-21
1598,107,3,4,180.0,720.0,2025-06-23
1599,126,2,4,3900.0,15600.0,2025-04-14
1600,22,2,2,3900.0,7800.0,2024-07-20
1601,8,9,5,350.0,1750.0,2026-06-17
1602,75,10,2,270.0,540.0,2026-02-01
1603,71,3,1,180.0,180.0,2025-12-12
1604,138,13,2,870.0,1740.0,2025-01-21
1605,44,4,3,320.0,960.0,2026-04-25
1606,145,15,4,5200.0,20800.0,2026-03-02
1607,141,4,4,320.0,1280.0,2026-01-14
1608,29,1,5,4200.0,21000.0,2025-05-23
1609,30,6,5,1700.0,8500.0,2025-05-28
1610,199,9,3,350.0,1050.0,2025-08-31
1611,94,11,5,980.0,4900.0,2026-06-28
1612,194,5,5,1100.0,5500.0,2026-03-11
1613,195,3,1,180.0,180.0,2026-03-20
1614,140,2,4,3900.0,15600.0,2026-03-18
1615,109,2,2,3900.0,7800.0,2025-11-02
1616,189,9,1,350.0,350.0,2026-04-30
1617,77,14,2,450.0,900.0,2026-03-29
1618,116,7,1,480.0,480.0,2025-12-22
1619,90,13,3,870.0,2610.0,2025-11-21
1620,113,14,1,450.0,450.0,2025-05-15
1621,199,12,1,1550.0,1550.0,2025-09-03
1622,54,10,2,270.0,540.0,2025-12-27
1623,177,8,5,420.0,2100.0,2024-08-20
1624,182,2,3,3900.0,11700.0,2024-10-10
1625,162,7,5,480.0,2400.0,2025-01-22
1626,43,12,4,1550.0,6200.0,2026-05-25
1627,36,3,5,180.0,900.0,2026-01-29
1628,53,3,2,180.0,360.0,2024-08-21
1629,146,3,1,180.0,180.0,2025-03-18
1630,137,14,3,450.0,1350.0,2025-12-28
1631,153,1,3,4200.0,12600.0,2024-07-08
1632,44,2,5,3900.0,19500.0,2026-04-16
1633,181,6,3,1700.0,5100.0,2024-08-12
1634,75,13,3,870.0,2610.0,2024-11-28
1635,69,8,5,420.0,2100.0,2024-10-28
1636,174,5,5,1100.0,5500.0,2024-07-19
1637,35,9,1,350.0,350.0,2026-03-09
1638,16,8,4,420.0,1680.0,2026-02-27
1639,168,6,3,1700.0,5100.0,2024-07-11
1640,180,1,2,4200.0,8400.0,2026-04-13
1641,64,15,2,5200.0,10400.0,2025-07-26
1642,183,9,2,350.0,700.0,2026-06-12
1643,64,5,3,1100.0,3300.0,2025-06-13
1644,126,14,4,450.0,1800.0,2024-07-25
1645,148,2,2,3900.0,7800.0,2025-08-28
1646,161,4,3,320.0,960.0,2026-03-23
1647,97,2,4,3900.0,15600.0,2026-02-28
1648,20,13,4,870.0,3480.0,2024-08-06
1649,104,12,1,1550.0,1550.0,2025-05-29
1650,192,1,5,4200.0,21000.0,2025-05-12
1651,178,1,3,4200.0,12600.0,2025-06-19
1652,117,14,3,450.0,1350.0,2025-06-26
1653,84,12,4,1550.0,6200.0,2025-03-02
1654,1,6,5,1700.0,8500.0,2025-07-29
1655,188,6,1,1700.0,1700.0,2025-03-11
1656,163,12,4,1550.0,6200.0,2025-07-03
1657,17,12,3,1550.0,4650.0,2026-06-10
1658,102,12,5,1550.0,7750.0,2026-02-20
1659,110,7,2,480.0,960.0,2024-08-02
1660,127,1,2,4200.0,8400.0,2025-06-29
1661,83,15,3,5200.0,15600.0,2026-01-17
1662,87,2,3,3900.0,11700.0,2025-08-01
1663,148,2,5,3900.0,19500.0,2024-09-03
1664,145,4,2,320.0,640.0,2026-02-10
1665,88,7,4,480.0,1920.0,2026-05-22
1666,12,7,1,480.0,480.0,2026-01-13
1667,161,9,1,350.0,350.0,2025-07-28
1668,5,3,4,180.0,720.0,2025-08-18
1669,41,3,1,180.0,180.0,2026-05-20
1670,117,11,4,980.0,3920.0,2024-07-31
1671,110,10,1,270.0,270.0,2024-07-10
1672,177,10,2,270.0,540.0,2026-02-24
1673,167,6,2,1700.0,3400.0,2025-07-12
1674,41,13,3,870.0,2610.0,2025-10-12
1675,24,3,3,180.0,540.0,2026-02-25
1676,65,11,3,980.0,2940.0,2026-01-20
1677,96,9,1,350.0,350.0,2024-10-26
1678,14,7,2,480.0,960.0,2024-11-22
1679,161,1,4,4200.0,16800.0,2026-07-04
1680,186,14,3,450.0,1350.0,2025-10-16
1681,110,3,2,180.0,360.0,2025-07-12
1682,181,7,1,480.0,480.0,2025-04-03
1683,1,9,1,350.0,350.0,2025-09-14
1684,123,7,2,480.0,960.0,2025-09-30
1685,34,11,1,980.0,980.0,2026-03-06
1686,58,2,5,3900.0,19500.0,2026-05-19
1687,175,15,5,5200.0,26000.0,2025-10-21
1688,3,13,4,870.0,3480.0,2025-09-15
1689,179,4,1,320.0,320.0,2026-05-10
1690,31,6,3,1700.0,5100.0,2024-08-19
1691,178,5,4,1100.0,4400.0,2024-07-29
1692,123,5,2,1100.0,2200.0,2025-10-15
1693,59,14,1,450.0,450.0,2025-07-22
1694,23,2,4,3900.0,15600.0,2025-01-21
1695,27,5,1,1100.0,1100.0,2024-12-25
1696,95,7,3,480.0,1440.0,2025-01-18
1697,36,8,3,420.0,1260.0,2025-07-18
1698,199,8,4,420.0,1680.0,2025-04-02
1699,165,5,2,1100.0,2200.0,2025-11-12
1700,18,1,2,4200.0,8400.0,2026-05-03
1701,145,10,5,270.0,1350.0,2026-06-05
1702,157,15,1,5200.0,5200.0,2025-08-09
1703,113,8,2,420.0,840.0,2025-10-25
1704,185,12,3,1550.0,4650.0,2026-06-05
1705,161,15,2,5200.0,10400.0,2025-01-08
1706,106,11,2,980.0,1960.0,2025-03-29
1707,176,13,5,870.0,4350.0,2026-02-24
1708,56,15,4,5200.0,20800.0,2024-12-22
1709,26,9,1,350.0,350.0,2024-08-08
1710,193,9,2,350.0,700.0,2025-05-24
1711,151,1,1,4200.0,4200.0,2024-09-26
1712,90,6,4,1700.0,6800.0,2025-03-06
1713,81,10,4,270.0,1080.0,2026-03-30
1714,64,6,2,1700.0,3400.0,2025-06-06
1715,166,2,3,3900.0,11700.0,2026-07-02
1716,64,12,1,1550.0,1550.0,2026-01-13
1717,154,1,5,4200.0,21000.0,2024-10-10
1718,185,9,5,350.0,1750.0,2024-11-12
1719,73,14,5,450.0,2250.0,2026-04-14
1720,169,15,1,5200.0,5200.0,2025-08-20
1721,53,13,3,870.0,2610.0,2025-04-25
1722,156,10,5,270.0,1350.0,2025-01-13
1723,49,15,5,5200.0,26000.0,2025-04-16
1724,76,13,4,870.0,3480.0,2026-06-01
1725,62,11,1,980.0,980.0,2025-05-10
1726,99,6,4,1700.0,6800.0,2024-12-22
1727,62,12,1,1550.0,1550.0,2025-08-31
1728,164,15,4,5200.0,20800.0,2025-06-07
1729,19,5,5,1100.0,5500.0,2026-03-18
1730,4,6,5,1700.0,8500.0,2025-10-29
1731,82,12,3,1550.0,4650.0,2026-04-15
1732,100,15,2,5200.0,10400.0,2024-09-16
1733,108,6,5,1700.0,8500.0,2024-09-05
1734,140,9,3,350.0,1050.0,2026-04-13
1735,196,12,2,1550.0,3100.0,2025-01-29
1736,198,12,4,1550.0,6200.0,2025-09-11
1737,5,7,1,480.0,480.0,2026-04-21
1738,18,12,5,1550.0,7750.0,2024-07-24
1739,68,15,1,5200.0,5200.0,2024-07-08
1740,11,12,2,1550.0,3100.0,2024-12-05
1741,102,8,1,420.0,420.0,2024-09-29
1742,74,5,5,1100.0,5500.0,2025-04-20
1743,197,12,5,1550.0,7750.0,2025-02-11
1744,109,11,4,980.0,3920.0,2025-09-25
1745,22,5,4,1100.0,4400.0,2026-03-14
1746,138,10,5,270.0,1350.0,2025-05-09
1747,40,1,5,4200.0,21000.0,2026-01-22
1748,22,9,3,350.0,1050.0,2026-04-28
1749,21,10,3,270.0,810.0,2025-02-05
1750,53,7,5,480.0,2400.0,2026-05-08
1751,138,15,2,5200.0,10400.0,2024-07-30
1752,101,15,3,5200.0,15600.0,2024-07-08
1753,163,6,5,1700.0,8500.0,2024-10-27
1754,80,3,1,180.0,180.0,2025-05-16
1755,187,6,4,1700.0,6800.0,2025-01-24
1756,15,10,2,270.0,540.0,2025-04-04
1757,23,9,2,350.0,700.0,2024-11-29
1758,30,10,4,270.0,1080.0,2024-10-25
1759,157,6,4,1700.0,6800.0,2025-09-10
1760,15,1,5,4200.0,21000.0,2024-10-20
1761,171,10,3,270.0,810.0,2025-06-23
1762,31,6,2,1700.0,3400.0,2025-02-19
1763,182,7,1,480.0,480.0,2026-01-04
1764,180,12,2,1550.0,3100.0,2026-03-28
1765,42,10,1,270.0,270.0,2025-10-03
1766,89,12,4,1550.0,6200.0,2024-07-16
1767,133,1,5,4200.0,21000.0,2025-09-25
1768,43,9,3,350.0,1050.0,2025-01-20
1769,33,13,3,870.0,2610.0,2024-10-23
1770,188,7,3,480.0,1440.0,2024-12-24
1771,198,1,1,4200.0,4200.0,2025-08-24
1772,86,11,1,980.0,980.0,2026-03-18
1773,70,4,4,320.0,1280.0,2024-10-07
1774,17,14,5,450.0,2250.0,2026-05-05
1775,183,8,3,420.0,1260.0,2026-02-15
1776,161,8,5,420.0,2100.0,2025-09-21
1777,128,14,1,450.0,450.0,2024-07-19
1778,131,6,4,1700.0,6800.0,2025-02-24
1779,15,8,3,420.0,1260.0,2025-03-28
1780,146,9,4,350.0,1400.0,2024-11-22
1781,95,7,2,480.0,960.0,2024-08-04
1782,66,2,2,3900.0,7800.0,2025-03-01
1783,147,11,1,980.0,980.0,2026-03-01
1784,59,11,1,980.0,980.0,2025-05-19
1785,1,13,5,870.0,4350.0,2025-07-09
1786,4,1,1,4200.0,4200.0,2025-04-21
1787,12,11,2,980.0,1960.0,2024-12-10
1788,94,6,4,1700.0,6800.0,2025-03-13
1789,39,9,4,350.0,1400.0,2025-08-07
1790,10,10,2,270.0,540.0,2025-09-20
1791,183,3,5,180.0,900.0,2025-08-06
1792,58,3,4,180.0,720.0,2025-12-10
1793,64,7,3,480.0,1440.0,2026-02-27
1794,185,10,4,270.0,1080.0,2025-08-28
1795,70,1,3,4200.0,12600.0,2026-06-06
1796,147,2,1,3900.0,3900.0,2024-09-25
1797,31,2,3,3900.0,11700.0,2025-01-27
1798,173,2,5,3900.0,19500.0,2026-02-09
1799,46,10,1,270.0,270.0,2026-02-02
1800,133,8,2,420.0,840.0,2026-05-29
1801,103,8,1,420.0,420.0,2025-08-23
1802,120,8,1,420.0,420.0,2025-08-16
1803,199,15,3,5200.0,15600.0,2025-10-31
1804,84,13,3,870.0,2610.0,2025-05-24
1805,142,9,1,350.0,350.0,2026-01-11
1806,3,9,4,350.0,1400.0,2025-10-19
1807,52,1,3,4200.0,12600.0,2025-08-11
1808,145,9,3,350.0,1050.0,2025-12-06
1809,190,3,3,180.0,540.0,2025-10-15
1810,63,5,5,1100.0,5500.0,2025-10-21
1811,95,15,4,5200.0,20800.0,2025-02-27
1812,127,2,5,3900.0,19500.0,2025-04-30
1813,188,7,2,480.0,960.0,2025-01-29
1814,195,5,5,1100.0,5500.0,2025-03-01
1815,39,8,2,420.0,840.0,2024-12-18
1816,105,8,1,420.0,420.0,2025-09-05
1817,60,9,1,350.0,350.0,2024-12-18
1818,89,5,5,1100.0,5500.0,2026-03-30
